                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.76416,                0.58503,                 1.0602,                0.84262,                 0.6851,                0.77602,                0.50467,                  1.391,                 1.1494,                  1.759,              0.0003095,              0.0003095,              0.0003095
                    154,                0.73731,                0.58027,                 1.0565,                0.81371,                0.72236,                0.79113,                0.51251,                 1.3686,                 1.1363,                 1.7459,             0.00030331,             0.00030331,             0.00030331
                    155,                0.72796,                0.57809,                 1.0505,                0.84981,                0.70806,                0.79111,                0.51219,                 1.3905,                 1.1172,                  1.768,             0.00029713,             0.00029713,             0.00029713
                    156,                0.76092,                0.59419,                 1.0584,                0.83344,                 0.7342,                0.78081,                0.50432,                 1.3968,                 1.1244,                 1.7746,             0.00029094,             0.00029094,             0.00029094
                    157,                0.73418,                0.57849,                 1.0729,                0.83314,                  0.724,                0.78625,                0.50813,                 1.3741,                 1.1516,                 1.7371,             0.00028475,             0.00028475,             0.00028475
                    158,                0.71238,                0.54288,                 1.0476,                0.87903,                0.69875,                0.78432,                0.50762,                 1.3803,                 1.0623,                 1.7596,             0.00027856,             0.00027856,             0.00027856
                    159,                0.72912,                0.59145,                 1.0608,                0.84972,                0.71746,                0.79669,                0.51468,                 1.3909,                 1.1008,                 1.7382,             0.00027237,             0.00027237,             0.00027237
                    160,                0.72135,                0.57802,                 1.0534,                0.87089,                0.70004,                0.80277,                0.52532,                 1.3349,                 1.0863,                 1.7233,             0.00026619,             0.00026619,             0.00026619
                    161,                0.73104,                 0.5931,                 1.0583,                0.88678,                0.68573,                0.79823,                0.51508,                 1.3807,                 1.1097,                 1.7428,                0.00026,                0.00026,                0.00026
                    162,                 0.7329,                0.56677,                 1.0526,                0.87244,                0.69759,                0.79442,                0.51937,                 1.3697,                 1.1265,                 1.7285,             0.00025381,             0.00025381,             0.00025381
                    163,                0.70728,                0.54517,                  1.037,                0.88168,                0.69224,                0.79091,                0.52422,                 1.3421,                 1.0794,                 1.7093,             0.00024762,             0.00024762,             0.00024762
                    164,                0.71529,                0.56078,                 1.0504,                0.82891,                0.72781,                0.78881,                0.52043,                  1.351,                 1.0849,                 1.7373,             0.00024144,             0.00024144,             0.00024144
                    165,                 0.6923,                0.53875,                 1.0242,                0.82712,                0.72209,                0.80129,                0.53027,                 1.3338,                 1.0411,                 1.7387,             0.00023525,             0.00023525,             0.00023525
                    166,                0.70866,                0.56439,                  1.043,                0.83228,                  0.716,                 0.7799,                0.51584,                 1.3609,                 1.1017,                 1.7411,             0.00022906,             0.00022906,             0.00022906
                    167,                0.69506,                0.54028,                 1.0307,                0.86143,                0.69895,                0.78272,                0.51493,                 1.3589,                  1.072,                 1.7568,             0.00022288,             0.00022288,             0.00022288
                    168,                0.69954,                0.55226,                 1.0364,                0.82387,                0.74949,                0.80009,                0.52453,                 1.3626,                 1.0862,                 1.7594,             0.00021669,             0.00021669,             0.00021669
                    169,                  0.699,                0.54746,                 1.0365,                0.87321,                0.71905,                0.79983,                0.52953,                 1.3646,                   1.06,                 1.7604,              0.0002105,              0.0002105,              0.0002105
                    170,                0.69992,                0.55545,                 1.0341,                0.87108,                0.72469,                0.80248,                0.53126,                 1.3547,                 1.0664,                 1.7417,             0.00020431,             0.00020431,             0.00020431
                    171,                0.67041,                0.51696,                 1.0217,                0.87259,                0.70942,                0.79305,                0.52456,                 1.3686,                 1.0655,                 1.7403,             0.00019813,             0.00019813,             0.00019813
                    172,                0.66868,                0.52112,                 1.0133,                0.88233,                0.69894,                0.79917,                0.52083,                 1.3431,                 1.0671,                 1.7341,             0.00019194,             0.00019194,             0.00019194
                    173,                0.67872,                0.53906,                 1.0231,                 0.8357,                 0.7281,                    0.8,                0.53024,                 1.3354,                 1.0817,                 1.7425,             0.00018575,             0.00018575,             0.00018575
                    174,                0.67259,                0.51805,                 1.0167,                0.87405,                0.71438,                0.79399,                0.52087,                 1.3447,                 1.0768,                 1.7516,             0.00017956,             0.00017956,             0.00017956
                    175,                0.67396,                0.53247,                 1.0318,                0.91171,                0.69759,                0.80149,                0.53288,                 1.3343,                 1.0546,                 1.7311,             0.00017338,             0.00017338,             0.00017338
                    176,                0.66798,                0.51894,                 1.0194,                 0.8256,                0.75074,                0.81782,                0.54624,                 1.3432,                 1.0551,                 1.7359,             0.00016719,             0.00016719,             0.00016719
                    177,                0.65046,                0.51418,                 1.0171,                0.85561,                0.73067,                0.81863,                0.54618,                  1.324,                  1.033,                 1.7125,               0.000161,               0.000161,               0.000161
                    178,                0.65689,                 0.5137,                 1.0159,                0.85176,                 0.7166,                0.81147,                0.54157,                  1.315,                 1.0422,                  1.706,             0.00015481,             0.00015481,             0.00015481
                    179,                0.65922,                0.52243,                 1.0205,                0.84298,                0.72051,                0.80562,                 0.5422,                 1.3173,                  1.061,                 1.7153,             0.00014862,             0.00014862,             0.00014862
                    180,                0.65833,                0.53051,                 1.0192,                0.88033,                0.71166,                0.80502,                0.53842,                 1.3345,                 1.0782,                 1.7342,             0.00014244,             0.00014244,             0.00014244
                    181,                0.63898,                0.51395,                 1.0044,                0.87665,                0.71009,                0.80604,                0.53042,                 1.3249,                 1.0614,                 1.7372,             0.00013625,             0.00013625,             0.00013625
                    182,                0.64183,                0.50468,                 1.0029,                0.87455,                0.71906,                0.79572,                0.52679,                 1.3371,                 1.0575,                 1.7461,             0.00013006,             0.00013006,             0.00013006
                    183,                0.64579,                0.50744,                 1.0119,                0.87353,                0.73749,                0.80649,                0.53005,                 1.3506,                 1.0333,                 1.7605,             0.00012387,             0.00012387,             0.00012387
                    184,                0.64171,                0.49574,                 1.0005,                 0.8743,                0.73565,                0.81221,                0.53359,                 1.3339,                 1.0309,                  1.741,             0.00011769,             0.00011769,             0.00011769
                    185,                0.63873,                0.49997,                 1.0031,                 0.8934,                0.72695,                0.80944,                0.53744,                 1.3193,                 1.0419,                 1.7366,              0.0001115,              0.0001115,              0.0001115
                    186,                0.62874,                0.49916,                0.99858,                0.89547,                0.72434,                0.81882,                0.53936,                 1.3182,                 1.0177,                  1.732,             0.00010531,             0.00010531,             0.00010531
                    187,                 0.6312,                0.49627,                 1.0044,                0.90172,                0.72114,                0.80399,                0.53504,                 1.3216,                 1.0621,                 1.7259,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                0.61752,                0.48285,                0.99743,                0.89577,                0.70652,                0.80738,                0.53782,                  1.318,                 1.0587,                  1.723,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                0.60468,                0.48584,                0.98067,                0.83621,                0.73533,                0.80634,                0.53482,                 1.3123,                 1.0524,                 1.7144,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                0.62079,                0.49854,                 1.0007,                0.85692,                0.72985,                0.81283,                0.53968,                 1.3034,                 1.0279,                 1.7194,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                0.53116,                0.31905,                0.95035,                0.88806,                0.73267,                0.80507,                0.52149,                 1.3249,                 1.0006,                 1.7564,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                0.50137,                0.29922,                0.92286,                0.89826,                 0.7179,                0.79965,                0.51972,                 1.3371,                 1.0343,                 1.7439,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                0.48933,                0.29637,                0.93528,                0.85325,                0.74199,                0.80116,                0.53269,                 1.3213,                0.99574,                 1.7291,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                0.48085,                0.28919,                0.92629,                0.90575,                0.72689,                0.81303,                0.53803,                 1.3111,                0.98326,                 1.7311,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                0.45838,                0.27861,                0.90642,                0.89625,                0.73147,                0.81122,                0.53881,                 1.3146,                 0.9795,                 1.7312,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                0.45194,                 0.2815,                0.91496,                 0.8569,                0.75179,                0.80815,                0.53739,                 1.3137,                0.97269,                 1.7245,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                0.45619,                0.28361,                0.90952,                0.87737,                0.74546,                0.81421,                0.53911,                 1.3107,                0.97905,                  1.733,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                0.44919,                0.28036,                0.93578,                0.85399,                0.75799,                0.81665,                0.54419,                 1.3097,                 0.9808,                  1.734,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                 0.4377,                0.27245,                0.92214,                0.87378,                0.74574,                0.81638,                0.54549,                 1.3104,                0.98649,                 1.7333,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                0.43904,                0.27553,                0.91835,                0.88799,                0.73276,                0.81431,                0.54193,                 1.3057,                0.98846,                 1.7348,             1.8688e-05,             1.8688e-05,             1.8688e-05
